
=====================
|Traveling the rides|
ERROR:
  Vehicle number: 303  	Ride number: 5
    Elapsed time before ride is greater than latest finish time!
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 310  	Ride number: 3
    Elapsed time before ride is greater than latest finish time!
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 317  	Ride number: 3
    Elapsed time before ride is greater than latest finish time!
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 322  	Ride number: 3
    Elapsed time before ride is greater than latest finish time!
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 337  	Ride number: 3
    Elapsed time before ride is greater than latest finish time!
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 337  	Ride number: 4
    Elapsed time before ride is greater than latest finish time!
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 338  	Ride number: 3
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 339  	Ride number: 7
    Elapsed time before ride is greater than latest finish time!
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 341  	Ride number: 7
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 350  	Ride number: 5
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 353  	Ride number: 6
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 353  	Ride number: 7
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 372  	Ride number: 7
    Elapsed time before ride is greater than latest finish time!
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 378  	Ride number: 7
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 389  	Ride number: 4
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 391  	Ride number: 7
    Elapsed time before ride is greater than latest finish time!
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 396  	Ride number: 4
    Elapsed time before ride is greater than latest finish time!
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 396  	Ride number: 7
    Elapsed time before ride is greater than latest finish time!
    Elapsed time after finish is greater than latest finish time!
ERROR:
  Vehicle number: 399  	Ride number: 6
    Elapsed time after finish is greater than latest finish time!
1615 t: 22881
789 t: 24026
11670 t: 36369
1227 t: 49636
15301======================0 t: 49636
561 t: 20120
701 t: 21179
11244 t: 33955
0 t: 45662
0 t: 59341
0 t: 71400
0 t: 84668
0 t: 96653
0 t: 113508
0 t: 127020
27807======================1 t: 127020
1016 t: 18410
1341 t: 33837
1837 t: 36724
2131 t: 38990
677 t: 39680
1512 t: 42721
2269 t: 46545
2196 t: 49477
40786======================2 t: 49477
713 t: 33976
762 t: 36182
1099 t: 37465
887 t: 45753
1771 t: 49361
46018======================3 t: 49361
645 t: 9881
617 t: 11633
582 t: 12648
14399 t: 27052
1502 t: 47978
0 t: 51278
0 t: 53128
0 t: 54551
0 t: 56165
0 t: 57439
63763======================4 t: 57439
1406 t: 25875
2782 t: 30345
11357 t: 46178
0 t: 60863
79308======================5 t: 60863
915 t: 23613
1795 t: 27531
1265 t: 29243
1378 t: 32838
2137 t: 37941
1233 t: 39768
1589 t: 48685
89620======================6 t: 48685
1057 t: 30437
1135 t: 38689
2018 t: 40724
650 t: 42361
94480======================7 t: 42361
1090 t: 4042
558 t: 8874
1129 t: 10513
2450 t: 13827
10712 t: 28299
1017 t: 39818
7646 t: 48476
119082======================8 t: 48476
731 t: 42695
493 t: 43378
1161 t: 46948
121467======================9 t: 46948
336 t: 13354
932 t: 15344
1290 t: 17284
2470 t: 21442
1067 t: 23385
1606 t: 26660
1398 t: 29221
844 t: 30798
1279 t: 32096
1646 t: 39744
1382 t: 41152
1795 t: 44554
524 t: 47083
138036======================10 t: 47083
596 t: 5910
1775 t: 16563
2042 t: 39104
2047 t: 43604
559 t: 47334
145055======================11 t: 47334
727 t: 23122
1961 t: 26161
1563 t: 29141
8948 t: 38728
1806 t: 47907
797 t: 49451
160857======================12 t: 49451
299 t: 28868
793 t: 34096
8180 t: 44041
170129======================13 t: 44041
425 t: 11480
1452 t: 31877
580 t: 37977
1188 t: 39195
2091 t: 42197
2284 t: 48179
178149======================14 t: 48179
1692 t: 22916
2361 t: 27156
1598 t: 28784
1078 t: 33382
1603 t: 36941
1056 t: 38034
1442 t: 40352
1772 t: 42155
1301 t: 44227
1526 t: 46854
193578======================15 t: 46854
511 t: 40798
1276 t: 43989
941 t: 45283
994 t: 47132
416 t: 48161
197716======================16 t: 48161
2172 t: 18175
2288 t: 24069
1799 t: 26830
2579 t: 30914
1262 t: 33397
776 t: 34745
1414 t: 40567
1085 t: 41703
817 t: 43032
2148 t: 46938
214056======================17 t: 46938
1004 t: 31663
910 t: 34650
1866 t: 37967
2074 t: 40047
712 t: 42870
1557 t: 45831
981 t: 47440
223160======================18 t: 47440
210 t: 26395
1930 t: 29617
305 t: 31468
1515 t: 35847
519 t: 38268
1118 t: 39880
1144 t: 41571
1310 t: 44337
1365 t: 46492
232576======================19 t: 46492
1895 t: 9930
3236 t: 13941
1541 t: 34729
1471 t: 37361
1145 t: 40188
1745 t: 43245
1006 t: 44965
1075 t: 47526
245690======================20 t: 47526
920 t: 32451
1565 t: 34887
539 t: 35440
817 t: 36759
8151 t: 45722
257682======================21 t: 45722
696 t: 28442
967 t: 30254
2107 t: 34358
13719 t: 48933
275171======================22 t: 48933
1085 t: 26245
1978 t: 29894
1933 t: 31840
827 t: 33606
3551 t: 46055
284545======================23 t: 46055
8522 t: 41591
994 t: 49851
294061======================24 t: 49851
413 t: 29148
541 t: 30130
962 t: 32163
1926 t: 34892
1527 t: 38328
1930 t: 40285
2046 t: 42364
1058 t: 43786
751 t: 45644
305215======================25 t: 45644
1015 t: 21410
822 t: 25959
1650 t: 28243
1411 t: 32184
473 t: 33238
1956 t: 37476
1572 t: 45557
1212 t: 47873
315326======================26 t: 47873
837 t: 32757
1278 t: 38536
1221 t: 43465
823 t: 45665
319485======================27 t: 45665
2569 t: 23886
1182 t: 25088
708 t: 36360
10082 t: 47100
334026======================28 t: 47100
7813 t: 21897
1113 t: 31248
1557 t: 34503
984 t: 36319
2178 t: 39494
598 t: 40705
1314 t: 43611
2457 t: 46674
352040======================29 t: 46674
543 t: 42928
722 t: 46672
1772 t: 49059
355077======================30 t: 49059
821 t: 19653
1159 t: 22197
1689 t: 34142
1074 t: 36471
1637 t: 38908
1458 t: 41721
721 t: 42755
1504 t: 45310
959 t: 47947
366099======================31 t: 47947
9441 t: 13735
1796 t: 33096
11601 t: 45460
388937======================32 t: 45460
1403 t: 5499
608 t: 12381
1219 t: 19440
1770 t: 29444
1694 t: 31814
7426 t: 40066
1714 t: 49483
0 t: 52224
0 t: 54276
404771======================33 t: 54276
1120 t: 8071
1192 t: 25933
1192 t: 28293
1689 t: 30002
1832 t: 32826
2370 t: 35258
770 t: 36502
7042 t: 45523
421978======================34 t: 45523
643 t: 29349
652 t: 30529
11463 t: 42487
434736======================35 t: 42487
1281 t: 32205
5486 t: 43503
0 t: 49544
0 t: 56073
0 t: 60717
441503======================36 t: 60717
514 t: 20020
1508 t: 33049
1272 t: 34389
1409 t: 37229
1545 t: 39799
7423 t: 47783
455174======================37 t: 47783
2182 t: 27096
1137 t: 29111
1190 t: 34798
2032 t: 36858
2439 t: 39315
1279 t: 43035
428 t: 44236
465861======================38 t: 44236
1831 t: 22968
1747 t: 28136
1842 t: 35831
786 t: 37412
1552 t: 46507
830 t: 48569
474449======================39 t: 48569
776 t: 33381
635 t: 39361
1286 t: 41459
1421 t: 43683
1511 t: 45234
1262 t: 47646
481340======================40 t: 47646
648 t: 16313
1444 t: 30905
1480 t: 33461
1414 t: 34900
1510 t: 38032
1373 t: 40258
1596 t: 41870
2064 t: 46252
1604 t: 49930
494473======================41 t: 49930
1477 t: 30431
3240 t: 33726
1337 t: 38927
1376 t: 42574
148 t: 42800
1535 t: 49632
503586======================42 t: 49632
1222 t: 34344
1118 t: 37846
468 t: 39149
1204 t: 49636
507598======================43 t: 49636
1084 t: 37344
1253 t: 38619
2526 t: 42802
869 t: 44274
513330======================44 t: 44274
2394 t: 23228
1999 t: 25240
2308 t: 27620
1758 t: 29440
127 t: 34885
1187 t: 36105
871 t: 37284
630 t: 39629
2056 t: 45882
526660======================45 t: 45882
815 t: 22017
507 t: 23196
2080 t: 27696
780 t: 28889
376 t: 30549
2181 t: 33716
1112 t: 37149
1899 t: 40309
3176 t: 44768
2267 t: 49326
541853======================46 t: 49326
506 t: 30911
764 t: 31899
356 t: 33220
2312 t: 37133
2565 t: 39764
1196 t: 42347
2098 t: 45828
936 t: 47702
552586======================47 t: 47702
679 t: 21489
834 t: 22347
1049 t: 24885
2059 t: 27954
2259 t: 37858
1568 t: 41960
284 t: 44064
561318======================48 t: 44064
766 t: 25754
1216 t: 28348
2302 t: 30685
643 t: 31906
1415 t: 35965
700 t: 39348
1793 t: 42099
570153======================49 t: 42099
1785 t: 36111
798 t: 38312
2855 t: 41337
1733 t: 45472
1573 t: 49201
578897======================50 t: 49201
1899 t: 16746
1397 t: 19051
2003 t: 34030
885 t: 36159
1769 t: 40869
988 t: 43159
929 t: 44095
476 t: 45350
339 t: 46678
589582======================51 t: 46678
981 t: 30765
880 t: 36581
1203 t: 39192
607 t: 42428
199 t: 43393
593452======================52 t: 43393
1002 t: 26180
1377 t: 27569
1350 t: 30509
1858 t: 43088
1397 t: 44505
1255 t: 46214
601691======================53 t: 46214
181 t: 28732
730 t: 33740
1656 t: 35407
1507 t: 36969
11451 t: 49115
0 t: 61146
617216======================54 t: 61146
2165 t: 23877
1095 t: 26980
560 t: 29205
421 t: 30718
1639 t: 32901
4228 t: 39248
858 t: 42369
975 t: 48900
629157======================55 t: 48900
1213 t: 39625
710 t: 40351
1522 t: 43392
1176 t: 45783
1612 t: 47904
635390======================56 t: 47904
1101 t: 18276
385 t: 35215
1884 t: 37885
694 t: 40197
918 t: 43399
1255 t: 44856
1258 t: 47406
642885======================57 t: 47406
1580 t: 34160
15082 t: 49266
0 t: 64376
0 t: 79472
0 t: 95894
0 t: 109356
659547======================58 t: 109356
442 t: 33268
1236 t: 39295
712 t: 40494
3198 t: 44639
437 t: 49150
665572======================59 t: 49150
1307 t: 10270
912 t: 21250
7600 t: 45301
0 t: 55727
0 t: 63725
0 t: 72412
0 t: 83777
0 t: 91480
675391======================60 t: 91480
892 t: 24791
821 t: 31987
4556 t: 37016
2681 t: 41305
825 t: 47575
363 t: 49144
685529======================61 t: 49144
1337 t: 41991
1494 t: 44064
1034 t: 45115
689394======================62 t: 45115
8669 t: 42568
720 t: 49839
698783======================63 t: 49839
994 t: 25618
818 t: 27405
1118 t: 30783
1106 t: 34294
6134 t: 41045
494 t: 47777
709447======================64 t: 47777
1924 t: 4921
1998 t: 23576
9848 t: 49662
723217======================65 t: 49662
1584 t: 25548
243 t: 26982
1539 t: 29583
1217 t: 39723
1077 t: 42972
1066 t: 44190
828 t: 45940
1408 t: 48725
732179======================66 t: 48725
1339 t: 21334
280 t: 23240
1211 t: 25981
1867 t: 30677
624 t: 46219
737500======================67 t: 46219
810 t: 28794
6229 t: 35654
1772 t: 49618
746311======================68 t: 49618
583 t: 11263
2408 t: 18202
1678 t: 21149
1566 t: 22769
582 t: 23711
1259 t: 24986
12507 t: 39761
0 t: 53739
0 t: 66857
0 t: 82048
766894======================69 t: 82048
1908 t: 22878
1517 t: 30047
9037 t: 45140
0 t: 54904
0 t: 64053
779356======================70 t: 64053
941 t: 14029
1023 t: 18784
1575 t: 29044
1977 t: 33050
1476 t: 37716
825 t: 39450
976 t: 44535
622 t: 47004
788771======================71 t: 47004
2336 t: 28288
2598 t: 40332
243 t: 44710
1273 t: 46102
795221======================72 t: 46102
1542 t: 31337
1838 t: 35063
389 t: 36110
1239 t: 38288
1802 t: 45851
227 t: 48200
802258======================73 t: 48200
673 t: 38272
1703 t: 40010
2099 t: 42209
2330 t: 45777
268 t: 47693
809331======================74 t: 47693
386 t: 31829
988 t: 32831
1559 t: 36425
2208 t: 39902
1847 t: 42351
1087 t: 48543
817406======================75 t: 48543
1120 t: 22028
1712 t: 24612
1234 t: 26881
509 t: 28022
809 t: 29295
1667 t: 31271
413 t: 37223
878 t: 40644
788 t: 41709
1055 t: 44339
249 t: 47690
827840======================76 t: 47690
1421 t: 41114
1420 t: 48942
830681======================77 t: 48942
832 t: 34139
1405 t: 37243
1656 t: 38919
2933 t: 44864
702 t: 48742
383 t: 49583
838592======================78 t: 49583
1307 t: 34595
876 t: 36666
645 t: 37769
600 t: 45222
2354 t: 48398
844374======================79 t: 48398
906 t: 28152
825 t: 29511
555 t: 37838
1658 t: 40193
1428 t: 42039
2078 t: 46394
765 t: 48308
852589======================80 t: 48308
2027 t: 13107
2018 t: 30337
1342 t: 34064
1443 t: 36289
1476 t: 38660
1917 t: 43036
1520 t: 46195
864332======================81 t: 46195
2222 t: 14313
1872 t: 18204
756 t: 28082
1318 t: 30068
953 t: 48643
871453======================82 t: 48643
1259 t: 22504
2383 t: 26053
7722 t: 35088
889 t: 46007
883706======================83 t: 46007
2048 t: 18047
1479 t: 20025
2005 t: 28509
1491 t: 30057
2385 t: 37434
503 t: 40984
304 t: 45786
893921======================84 t: 45786
1827 t: 23191
1490 t: 27015
2380 t: 36900
3032 t: 41513
1681 t: 46792
904331======================85 t: 46792
835 t: 33270
6992 t: 42618
0 t: 53106
0 t: 61733
0 t: 70271
0 t: 77975
912158======================86 t: 77975
563 t: 14957
1526 t: 23636
1215 t: 25159
166 t: 26379
1852 t: 30271
596 t: 31006
1996 t: 34929
1128 t: 37451
1069 t: 39710
1653 t: 42693
656 t: 43915
731 t: 48251
925309======================87 t: 48251
842 t: 33527
1044 t: 35084
1092 t: 36459
812 t: 38535
1821 t: 41122
1057 t: 43731
931977======================88 t: 43731
361 t: 26745
1702 t: 29768
1766 t: 31949
794 t: 33406
1392 t: 35596
1005 t: 36654
1886 t: 38582
2305 t: 40929
1442 t: 49473
944630======================89 t: 49473
1704 t: 34624
1010 t: 39725
1005 t: 41924
1426 t: 43363
1471 t: 46516
381 t: 47143
951627======================90 t: 47143
1938 t: 26068
2187 t: 35537
1562 t: 48663
957314======================91 t: 48663
335 t: 17025
12698 t: 32350
2397 t: 48286
972744======================92 t: 48286
2663 t: 29605
1960 t: 33806
828 t: 49655
978195======================93 t: 49655
1119 t: 25091
1334 t: 27896
1594 t: 37059
1262 t: 44142
586 t: 47118
604 t: 49524
984694======================94 t: 49524
181 t: 33918
627 t: 35607
1552 t: 37191
3174 t: 40492
1600 t: 44669
991828======================95 t: 44669
674 t: 21769
881 t: 24985
2609 t: 30038
8310 t: 44880
0 t: 57370
0 t: 68822
0 t: 79479
1004302======================96 t: 79479
799 t: 17791
1655 t: 21269
2477 t: 28105
1155 t: 31658
1614 t: 33301
2270 t: 37331
737 t: 47451
1015009======================97 t: 47451
234 t: 19567
1677 t: 23524
1464 t: 34038
1538 t: 43099
550 t: 44592
1282 t: 46847
1021754======================98 t: 46847
779 t: 38070
2081 t: 40928
1062 t: 42001
1344 t: 44825
1344 t: 47497
1028364======================99 t: 47497
1132 t: 24213
1591 t: 25837
1308 t: 28458
7816 t: 37357
1149 t: 46489
1041360======================100 t: 46489
971 t: 16377
1228 t: 26464
2165 t: 29440
1254 t: 32361
1003 t: 43588
1115 t: 46415
343 t: 47827
1049439======================101 t: 47827
491 t: 5138
1323 t: 26773
1442 t: 35194
1778 t: 38584
1262 t: 39863
1645 t: 42998
1493 t: 48237
1058873======================102 t: 48237
1377 t: 18992
1252 t: 29005
10271 t: 45601
0 t: 57417
0 t: 70149
0 t: 82073
1071773======================103 t: 82073
533 t: 17247
851 t: 21697
416 t: 25801
8610 t: 34935
1790 t: 44692
727 t: 47432
1084700======================104 t: 47432
333 t: 29138
1370 t: 31284
825 t: 33261
14033 t: 47310
0 t: 62271
0 t: 76565
1101261======================105 t: 76565
1529 t: 28882
1197 t: 30480
984 t: 33573
1033 t: 35291
1088 t: 38071
1026 t: 40162
1093 t: 41803
1438 t: 49332
1110649======================106 t: 49332
736 t: 30771
2745 t: 35565
599 t: 49929
1114729======================107 t: 49929
1059 t: 23540
1022 t: 25270
981 t: 26738
1254 t: 32076
1617 t: 37894
1040 t: 40648
878 t: 42712
722 t: 43923
651 t: 44809
1806 t: 47301
1125759======================108 t: 47301
1280 t: 17315
439 t: 19315
1030 t: 21025
8079 t: 29931
724 t: 47279
1137311======================109 t: 47279
989 t: 35576
2289 t: 42179
2036 t: 44245
413 t: 48656
1143038======================110 t: 48656
323 t: 14625
1158 t: 16412
431 t: 22513
730 t: 24714
2391 t: 28659
1759 t: 31013
784 t: 33155
1496 t: 36024
1031 t: 38236
1261 t: 40254
894 t: 41341
387 t: 43521
1327 t: 45266
576 t: 46862
1157586======================111 t: 46862
532 t: 9404
687 t: 18422
2464 t: 22766
598 t: 24547
1492 t: 26694
1007 t: 29940
1212 t: 31389
1401 t: 33568
454 t: 35306
2346 t: 37732
1051 t: 40562
1026 t: 41612
1308 t: 46880
459 t: 49407
1173623======================112 t: 49407
1269 t: 26887
859 t: 29038
1096 t: 31069
6861 t: 38080
413 t: 46691
1184121======================113 t: 46691
883 t: 19035
2367 t: 23016
1406 t: 24515
1435 t: 29367
2794 t: 32166
1735 t: 41443
663 t: 49590
1195404======================114 t: 49590
835 t: 33407
360 t: 33979
1919 t: 39838
2418 t: 42310
676 t: 48312
1201612======================115 t: 48312
1927 t: 25401
606 t: 31387
12770 t: 44163
0 t: 58008
0 t: 70435
0 t: 83519
0 t: 97182
0 t: 112082
0 t: 126359
0 t: 138856
1216915======================116 t: 138856
780 t: 10390
1976 t: 24026
2016 t: 26089
985 t: 29281
620 t: 36804
1373 t: 46222
1224665======================117 t: 46222
670 t: 38271
995 t: 40955
1130 t: 43177
1578 t: 46633
1229038======================118 t: 46633
1083 t: 33825
2064 t: 41205
493 t: 42606
455 t: 43079
689 t: 46347
1233822======================119 t: 46347
713 t: 25086
1461 t: 28318
566 t: 30292
1152 t: 34273
2007 t: 38291
848 t: 39166
1183 t: 42360
1335 t: 44406
579 t: 46137
1242 t: 47471
665 t: 49466
1245573======================120 t: 49466
1219 t: 29621
756 t: 31194
1597 t: 34707
1678 t: 38322
1683 t: 40531
1003 t: 49480
1253509======================121 t: 49480
4334 t: 33000
2309 t: 38345
1089 t: 40175
465 t: 41685
1328 t: 44576
1111 t: 48257
1264145======================122 t: 48257
1522 t: 40543
1103 t: 43241
1974 t: 46414
222 t: 47871
1268966======================123 t: 47871
1526 t: 10796
15025 t: 37329
0 t: 52041
0 t: 68670
0 t: 85301
1285517======================124 t: 85301
1173 t: 19988
566 t: 23920
1039 t: 26577
528 t: 30575
1181 t: 32607
591 t: 33224
1374 t: 38338
752 t: 39847
950 t: 40992
1569 t: 43525
1295240======================125 t: 43525
366 t: 30402
2103 t: 32521
852 t: 36082
871 t: 38883
750 t: 40229
1825 t: 43511
987 t: 44770
652 t: 46267
519 t: 47523
1304165======================126 t: 47523
7244 t: 45360
1311409======================127 t: 45360
387 t: 19652
2108 t: 24968
1271 t: 44268
1403 t: 45689
1575 t: 47671
1318153======================128 t: 47671
376 t: 29429
1590 t: 31043
1976 t: 33060
1689 t: 40852
884 t: 46883
579 t: 48685
1325247======================129 t: 48685
1095 t: 28507
1530 t: 34320
2346 t: 37632
753 t: 47247
1330971======================130 t: 47247
1338 t: 11861
13537 t: 29236
2603 t: 45972
427 t: 48584
1348876======================131 t: 48584
1623 t: 26006
1489 t: 29888
8907 t: 40953
0 t: 50145
1360895======================132 t: 50145
1375 t: 22734
1777 t: 26924
1802 t: 30834
1073 t: 31942
682 t: 32633
793 t: 33686
2130 t: 37423
1207 t: 38634
1116 t: 39772
1425 t: 41225
935 t: 44637
725 t: 48166
1375935======================133 t: 48166
1398 t: 42856
1515 t: 45905
1772 t: 48744
1380620======================134 t: 48744
2281 t: 22902
729 t: 27659
1331 t: 30334
659 t: 32039
709 t: 33315
1166 t: 35184
419 t: 36749
1875 t: 39770
1826 t: 41632
1494 t: 44433
1117 t: 46565
436 t: 47387
1394662======================135 t: 47387
183 t: 43603
1533 t: 45173
1427 t: 48082
1397805======================136 t: 48082
635 t: 23654
1773 t: 26290
1601 t: 35012
2534 t: 39488
1381 t: 44494
724 t: 49168
1406453======================137 t: 49168
1623 t: 34864
2108 t: 37466
1491 t: 39000
1541 t: 40557
1365 t: 41939
762 t: 49040
1415343======================138 t: 49040
1761 t: 28421
1215 t: 29646
2264 t: 31930
656 t: 40884
975 t: 41874
627 t: 47772
1422841======================139 t: 47772
745 t: 32676
594 t: 34385
1149 t: 35696
1182 t: 36981
1113 t: 39736
707 t: 40467
1519 t: 43258
887 t: 45068
1703 t: 47039
1432440======================140 t: 47039
996 t: 32941
605 t: 34830
2341 t: 37956
7572 t: 45568
0 t: 55429
0 t: 65284
0 t: 74823
1443954======================141 t: 74823
709 t: 42115
1402 t: 44312
841 t: 46194
622 t: 47025
1447528======================142 t: 47025
1247 t: 10074
6512 t: 17309
698 t: 25260
1675 t: 29541
465 t: 31227
571 t: 32124
489 t: 33631
8634 t: 42626
1467819======================143 t: 42626
787 t: 40629
1186 t: 43247
861 t: 45318
1470653======================144 t: 45318
892 t: 34366
930 t: 37686
1027 t: 39538
1440 t: 42349
1151 t: 44537
940 t: 46448
1477033======================145 t: 46448
1664 t: 15656
7874 t: 33391
1184 t: 41487
1600 t: 43421
2854 t: 48246
1492209======================146 t: 48246
1966 t: 32931
1947 t: 34907
8578 t: 44843
0 t: 55412
0 t: 64040
0 t: 72566
1504700======================147 t: 72566
1377 t: 28336
1231 t: 30879
1609 t: 34493
142 t: 34993
1340 t: 37996
1384 t: 39419
852 t: 41845
1437 t: 44329
1514072======================148 t: 44329
7379 t: 46377
1521451======================149 t: 46377
1407 t: 19751
2057 t: 21823
8058 t: 32083
1278 t: 41824
338 t: 46145
905 t: 48100
1535494======================150 t: 48100
643 t: 15325
1670 t: 35046
1107 t: 37750
757 t: 38805
1033 t: 46114
1540704======================151 t: 46114
790 t: 35599
725 t: 37381
832 t: 39842
1290 t: 41875
1160 t: 43198
989 t: 44814
1556 t: 48350
1548046======================152 t: 48350
942 t: 29551
770 t: 32439
1089 t: 34201
1509 t: 35712
935 t: 37751
1808 t: 42152
463 t: 45236
659 t: 47339
1556221======================153 t: 47339
375 t: 32520
903 t: 34372
1110 t: 38586
6134 t: 45015
1564743======================154 t: 45015
1258 t: 29248
1523 t: 32283
1691 t: 33987
1397 t: 35399
1739 t: 43154
1497 t: 47606
1573848======================155 t: 47606
1812 t: 37013
1456 t: 38490
2121 t: 42282
662 t: 45016
1539 t: 47205
669 t: 49253
1582107======================156 t: 49253
346 t: 35826
1880 t: 39277
709 t: 40411
1939 t: 43291
1904 t: 48094
251 t: 49052
1589136======================157 t: 49052
1065 t: 34787
1124 t: 39490
2093 t: 42247
863 t: 43219
717 t: 45625
1594998======================158 t: 45625
402 t: 25213
1004 t: 29375
903 t: 30534
620 t: 31938
680 t: 32911
8081 t: 41929
202 t: 49940
1606890======================159 t: 49940
2129 t: 27593
1698 t: 30406
2750 t: 34245
749 t: 35419
593 t: 36296
1521 t: 37831
637 t: 48812
1616967======================160 t: 48812
1438 t: 42980
1574 t: 45971
1619979======================161 t: 45971
1446 t: 5954
851 t: 18974
898 t: 19893
2199 t: 23589
1627 t: 27261
1546 t: 29385
716 t: 33866
7435 t: 41813
890 t: 49599
1637587======================162 t: 49599
880 t: 16780
1288 t: 19424
1794 t: 24249
3032 t: 29376
2258 t: 34377
14158 t: 49981
1660997======================163 t: 49981
1709 t: 23185
2396 t: 27036
1165 t: 28243
628 t: 45936
1666895======================164 t: 45936
1463 t: 26957
617 t: 27847
1511 t: 30488
3402 t: 34417
1456 t: 37692
1816 t: 39924
905 t: 44392
1053 t: 46501
1679118======================165 t: 46501
930 t: 20453
940 t: 25739
1064 t: 27345
2317 t: 31328
1841 t: 34580
2660 t: 37414
465 t: 40805
2453 t: 45524
1319 t: 46864
922 t: 49111
1694029======================166 t: 49111
2582 t: 35348
2624 t: 38224
1314 t: 39950
1714 t: 44940
1951 t: 48810
1704214======================167 t: 48810
621 t: 39633
2013 t: 42836
1304 t: 44842
1729 t: 47643
1709881======================168 t: 47643
1238 t: 39582
2659 t: 42249
1403 t: 49656
1715181======================169 t: 49656
1204 t: 15446
1168 t: 18482
1685 t: 28728
5025 t: 35262
1363 t: 44344
1653 t: 47100
1727279======================170 t: 47100
2009 t: 33268
1584 t: 39372
1395 t: 46221
704 t: 47636
484 t: 49533
1733455======================171 t: 49533
1842 t: 19619
881 t: 29052
1178 t: 31237
1191 t: 34383
1029 t: 36951
1013 t: 38062
1310 t: 45281
1814 t: 49263
1743713======================172 t: 49263
663 t: 31255
1597 t: 33436
1777 t: 41232
444 t: 43311
1748194======================173 t: 43311
1890 t: 37739
1585 t: 39344
1184 t: 42000
1812 t: 45671
594 t: 48406
1755259======================174 t: 48406
4443 t: 20245
1725 t: 24638
926 t: 26083
3487 t: 30657
1003 t: 34075
811 t: 35123
1445 t: 38018
1016 t: 40233
367 t: 41996
1286 t: 43854
2443 t: 47415
1774211======================175 t: 47415
855 t: 22194
1616 t: 24150
958 t: 26130
1183 t: 27680
1375 t: 30405
2119 t: 34557
8980 t: 49774
1791297======================176 t: 49774
1249 t: 33281
226 t: 38356
988 t: 40538
1699 t: 43739
1470 t: 49198
1796929======================177 t: 49198
2958 t: 43094
265 t: 46750
1800152======================178 t: 46750
2970 t: 34019
2068 t: 36352
1941 t: 39731
1411 t: 44955
558 t: 45725
1356 t: 47809
1810456======================179 t: 47809
508 t: 31289
588 t: 32459
292 t: 33706
937 t: 36310
174 t: 47537
1812955======================180 t: 47537
394 t: 34042
3049 t: 37828
371 t: 43837
574 t: 46162
1817343======================181 t: 46162
1142 t: 25622
1103 t: 31137
235 t: 31523
533 t: 32931
1560 t: 35388
2087 t: 37986
1333 t: 43906
1381 t: 45492
548 t: 46167
1827265======================182 t: 46167
221 t: 31803
547 t: 33034
1754 t: 36075
1582 t: 38037
1126 t: 40519
935 t: 45341
1833430======================183 t: 45341
1368 t: 30287
78 t: 31380
2083 t: 34160
1708 t: 36319
995 t: 38221
828 t: 40554
1097 t: 42524
1241 t: 44509
1049 t: 46102
1843877======================184 t: 46102
1303 t: 34276
703 t: 36275
740 t: 40588
415 t: 41219
728 t: 41956
1828 t: 43992
1849594======================185 t: 43992
381 t: 34624
349 t: 35906
8463 t: 45666
1858787======================186 t: 45666
1894 t: 38863
2165 t: 43743
797 t: 45685
525 t: 49711
1864168======================187 t: 49711
9745 t: 37664
282 t: 49435
1874195======================188 t: 49435
398 t: 4377
857 t: 16411
1187 t: 37315
919 t: 39404
1420 t: 40866
1449 t: 43123
1880425======================189 t: 43123
433 t: 31878
1038 t: 33686
1684 t: 35377
1940 t: 37329
2375 t: 41246
1869 t: 43198
1650 t: 46738
662 t: 49163
1892076======================190 t: 49163
952 t: 11616
1391 t: 25519
937 t: 27336
1202 t: 29152
281 t: 33253
811 t: 34074
427 t: 39230
1129 t: 40471
319 t: 41652
1598 t: 44830
976 t: 49291
1902099======================191 t: 49291
601 t: 30202
861 t: 31071
2845 t: 35359
1624 t: 38992
1824 t: 41686
382 t: 47113
1910236======================192 t: 47113
1423 t: 18122
338 t: 30170
1404 t: 33523
1590 t: 35437
1802 t: 37271
644 t: 47101
1917437======================193 t: 47101
1043 t: 35070
1113 t: 40585
1417 t: 42495
1576 t: 44105
765 t: 45628
927 t: 47737
1924278======================194 t: 47737
951 t: 14665
1596 t: 22031
9790 t: 32452
936 t: 43822
1425 t: 45846
589 t: 47303
1939565======================195 t: 47303
1784 t: 32071
1683 t: 34715
